resource_id;site_id;name;address;lat;lng;address_1;address_2;city;state;zip;deleted;Phone Number;Working Hours;PPO Insurances Accepted;HMO Insurances Accepted;Medicaid Accepted;Medicare Accepted?;Medicare Managed (Advantage) Plans;Self-pay accepted? Fees;Languages/interpreter services;Services;Transportation assistance;Patient Portal;Website where info found
387;27;Adult Integrated Care Clinic - Vacaville;1119 E Monte Vista Ave, Vacaville, CA 95688;38.36076370;-121.97673710;1119 E Monte Vista Ave;;Vacaville;CA;95688;0;(707) 469-4610;Mon 8:00 AM - 5:00 PM, Tue 8:00 AM - 5:00 PM, Wed 8:00 AM - 5:00 PM, Thu 8:00 AM - 5:00 PM, Fri 8:00 AM - 5:00 PM, Sat Closed, Sun Closed;No;No;Medi-Cal;;No;Yes - sliding scale;Yes;;;;https://www.solanocounty.com/depts/mhs/service_locations/default.asp
388;27;Children's Mental Health Services;1119 E Monte Vista Ave, Vacaville, CA 95688;38.36076370;-121.97673710;1119 E Monte Vista Ave;;Vacaville;CA;95688;0;(707) 469-4540;Mon 8:00 AM - 5:00 PM, Tue 8:00 AM - 5:00 PM, Wed 8:00 AM - 5:00 PM, Thu 8:00 AM - 5:00 PM, Fri 8:00 AM - 5:00 PM, Sat Closed, Sun Closed;No;No;Medi-Cal;;No;Yes - sliding scale;Yes;;;;https://www.solanocounty.com/depts/mhs/service_locations/default.asp
389;27;Solano County Mental Health - Counseling;1119 E Monte Vista Ave, Vacaville, CA 95688;38.36076370;-121.97673710;1119 E Monte Vista Ave;;Vacaville;CA;95688;0;(707) 469-4540;;;;;;;;;Call;;;https://www.solanocounty.com/depts/mhs/default.asp
390;0;Homeless Outreach - Solano County Mental Health;1119 E Monte Vista Ave, Vacaville, CA 95688;38.36076370;-121.97673710;1119 E Monte Vista Ave;;Vacaville;CA;95688;0;(707) 553-5592;;;;;;;;;;;;https://www.solanocounty.com/documents/Housing.pdf
391;51;AKUA Mind & Body - Mental Health & Drug Addiction Treatment;1119 Sunflower Ave, Costa Mesa, CA 92627;33.69598560;-117.90341080;1119 Sunflower Ave;;Costa Mesa;CA;92627;0;(888) 834-2582;Mon Open 24 hours, Tue Open 24 hours, Wed Open 24 hours, Thu Open 24 hours, Fri Open 24 hours, Sat Open 24 hours, Sun Open 24 hours, Holidays Open 24 hours;;;;;;;;SUBTANCE ABUSE, BEHAVIORAL HEALTH;;;https://www.akuamindbody.com/
398;42;Jerry L. Pettis Memorial VA Med Center - Substance Treatment and Recovery;11201 Benton St, Loma Linda, CA 92357;34.05104310;-117.25239630;11201 Benton St;;Loma Linda;CA;92357;0;(909) 825-7084;;;;;;;;;Alcohol, Mental Health, Opioids/Heroin, past sexual abuse, Past trauma, Veterans, Persons with co-occurring mental and substance use disorders, Persons with co-occurring pain and substance use;;;https://www.lomalinda.va.gov/
400;33;United Indian Nations;1122 Davis St, San Leandro, CA 94577;37.72199070;-122.16784190;1122 Davis St;;San Leandro;CA;94577;0;(510) 352-4510;Mon 8:30 AM - 5:00 PM, Tue 8:30 AM - 5:00 PM, Wed 8:30 AM - 5:00 PM, Thu 8:30 AM - 5:00 PM, Fri 8:30 AM - 5:00 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://unininc.org
401;0;Victor Valley Christian Church;11223 11th St, Hesperia, CA 92345;34.45464110;-117.31981210;11223 11th St;;Hesperia;CA;92345;0;(760) 244-4448;Mon Closed, Tue Closed, Wed Closed, Thu Closed, Fri 3:00 PM - 4:30 PM, Sat Closed, Sun 12:15 PM - 1:15 PM;;;;;;;;;;;http://frc.vesd.net/community_resources/emergency_food
403;34;BARRT Programs - Oakland;1124 International Blvd, Oakland, CA 94606;37.79119700;-122.24830620;1124 International Blvd;;Oakland;CA;94606;0;(510) 533-0800;Mon 6:00 AM - 1:00 PM, Tue 6:00 AM - 1:00 PM, Wed 6:00 AM - 1:00 PM, Thu 6:00 AM - 12:00 PM, Fri 6:00 AM - 1:00 PM, Sat 7:00 AM - 10:30 AM, Sun 7:00 AM - 10:30 AM;Yes;;;;;Yes;;Addiction, Drug abuse, dual diagnosis;;;https://www.addictionresource.net/best-drug-rehab-centers/california/oakland/
404;0;BAART Programs - Oakland;1124 International Blvd, Oakland, CA 94606;37.79119700;-122.24830620;1124 International Blvd;;Oakland;CA;94606;0;(510) 533-0800;Mon 6:00 AM - 2:00 PM, Tue 6:00 AM - 2:00 PM, Wed 6:00 AM - 2:00 PM, Thu 6:00 AM - 2:00 PM, Fri 6:00 AM - 2:00 PM, Sat 6:45 AM - 10:45 AM, Sun 6:45 AM - 10:45 AM, Holidays 6:45 AM - 10:45 AM;;;;;;;;Comprehensive medical assessment including a social and drug history, Methadone or buprenorphine maintenance in clinic, Suboxone(R) by prescription, Opioid detoxification utilizing methadone*, Individualized substance use counseling, Group therapy*, Addiction education, Life skills education, Referral services, HIV/HCV screening, Coordinated treatment during pregnancy, Random urinalysis and breathalyzer testing, Relapse prevention and discharge planning, Integrated primary healthcare*, Case management*, Behavioral healthcare*;;;https://baartprograms.com/baart-14th-street/
414;19;Golden Valley Health Centers;1130 6th St, Modesto, CA 95354;37.63957860;-121.00607050;1130 6th St;;Modesto;CA;95354;0;(866) 682-4845;Mon 7:30 AM - 5:00 PM, Tue 7:30 AM - 5:00 PM, Wed 7:30 AM - 5:00 PM, Thu 7:30 AM - 5:00 PM, Fri 7:30 AM - 5:00 PM, Sat Closed, Sun Closed;ALL MAJOR INSURANCE;NO;Yes;;Yes;SLIDING SCALE;Yes;FAMILY MEDICINE, DENTAL CARE, PEDIATRICS, WOMEN'S HEALTH, CHIROPRACTIC SERVICES, PODIATRY, HEALTH EDUCATION, OPTOMETRY, BEHAVIORAL HEALTH, PATIENT EDUCATION;NO;;https://www.gvhc.org/
415;21;Wellpath Community Care Center;1130 Conroy Ln, Roseville, CA 95993;38.73754330;-121.27550940;1130 Conroy Ln;;Roseville;CA;95993;0;(530) 618-8178;;;;;;;;;Opiate Addiction, Case Management, Recovery Support Services, Preventative Services;;;https://wellpathcarecenters.com/our-services/
417;51;BAART Programs - Southeast;11315 S Atlantic Ave, Lynwood, CA 90262;33.92286010;-118.18707220;11315 S Atlantic Ave;;Lynwood;CA;90262;0;(310) 537-5883;Mon 6:00 AM - 1:00 PM, Tue Closed, Wed 6:00 AM - 1:00 PM, Thu 6:00 AM - 1:00 PM, Fri 6:00 AM - 1:00 PM, Sat 7:30 AM - 10:30 AM, Sun 7:30 AM - 10:30 AM;Aetna, Blue Cross Blue Shield, CIGNA, ComPsych, Humana, United Health Care, Anthem;;Yes;MEDICARE PART B;;Yes;;Medication-assisted treatment with methadone & buprenorphine, Methadone detoxification, Individual substance abuse counseling, Addiction education, Relapse prevention, Integrated primary healthcare, HIV/HCV screening, Case management, Coordinated treatment during pregnancy;;;https://baartprograms.com/baart-southeast/
419;21;Aegis Treatment Centers;1133 Coloma Way, Ste B, Roseville, CA 95661;38.73662230;-121.27343580;1133 Coloma Way;Ste B;Roseville;CA;95661;0;(916) 774-6647;Mon 5:00 AM - 3:30 PM, Tue 5:00 AM - 3:30 PM, Wed 5:00 AM - 3:30 PM, Thu 5:00 AM - 3:30 PM, Fri 5:00 AM - 3:30 PM, Sat 5:00 AM - 3:30 PM, Sun 5:00 AM - 3:30 PM;;;;;;;;Opiate Addiction, Co-Occcuring, Disorders;;;https://pinnacletreatment.com/aegis/
420;21;Aegis Treatment Centers;1133 Coloma Way, Ste C, Roseville, CA 95661;38.73662230;-121.27343580;1133 Coloma Way;Ste C;Roseville;CA;95661;0;(916) 774-6647;Mon 5:00 AM - 3:30 PM, Tue 5:00 AM - 3:30 PM, Wed 5:00 AM - 3:30 PM, Thu 5:00 AM - 3:30 PM, Fri 5:00 AM - 3:30 PM, Sat 6:00 AM - 2:30 PM, Sun 6:00 AM - 2:30 PM;Yes;Yes;Yes;;Yes;Yes;;;;;https://pinnacletreatment.com/
422;0;Central WIC Office - Long Beach Health & Human Services;1133 Rhea St, Long Beach, CA 90806;33.79274100;-118.17829400;1133 Rhea St;;Long Beach;CA;90806;0;(562) 570-4000;Mon 8:30 AM - 5:30 PM, Tue 8:30 AM - 5:30 PM, Wed 8:30 AM - 5:30 PM, Thu 8:30 AM - 5:30 PM, Fri 8:30 AM - 5:30 PM, Sat Closed, Sun Closed;;;;;;;;;;;http://www.longbeach.gov/health/
423;0;Adelanto Health Center;11336 Bartlett Ave, Ste 11, Adelanto, CA 92301;34.57971640;-117.41777290;11336 Bartlett Ave;Ste 11;Adelanto;CA;92301;0;(800) 722-4777;Mon 8:00 AM - 5:00 PM, Tue 8:00 AM - 5:00 PM, Wed 8:00 AM - 5:00 PM, Thu 8:00 AM - 5:00 PM, Fri 8:00 AM - 5:00 PM, Sat Closed, Sun Closed;;;;;;;;;;;
424;0;Office of Cynthia S. Chen-Joea and Luis Garcia Ayala;1135 S Sunset Ave, Ste 401, West Covina, CA 91790;34.06222330;-117.94578900;1135 S Sunset Ave;Ste 401;West Covina;CA;91790;0;(626) 732-8390;Mon 8:30 AM - 5:00 PM, Tue 8:30 AM - 5:00 PM, Wed 8:30 AM - 5:00 PM, Thu 8:30 AM - 5:00 PM, Fri 8:30 AM - 5:00 PM, Sat Closed, Sun Closed;Choice Care Network, DirectCare America, First Health Network, Galaxy Health Network, Health Payors Organization, Health Payors Organization, Interplan Corp, Multiplan, Three Rivers Provider Network, Aetna Health Plan PPO, Anthem Blue Cross PPO, Blue Shield of California PPO, Cigna HealthCare PPO, Health Net PPO, United HealthCare PPO;Aetna Health Plan HMO, Anthem Blue Cross HMO, Blue Shield of California HMO, Cigna HealthCare HMO, Health Net HMO, United HealthCare HMO;;;Medicare accepted;;;;;;https://www.emanatehealth.org/doctors/providers/cynthia-chen-joea-do/
426;48;West Los Angeles Regional Library;11360 Santa Monica Blvd, Los Angeles, CA 90025;34.04571610;-118.45019340;11360 Santa Monica Blvd;;Los Angeles;CA;90025;0;(310) 575-8323;Mon 10:00 AM - 8:00 PM, Tue 10:00 AM - 8:00 PM, Wed 10:00 AM - 8:00 PM, Thu 10:00 AM - 8:00 PM, Fri 9:30 AM - 5:30 PM, Sat 9:30 AM - 5:30 PM, Sun 1:00 PM - 5:00 PM;;;;;;;;;;;https://www.lapl.org/branches/west-la
428;0;ClearVue Eye Care;114 N Sunrise Ave, Ste C2, Roseville, CA 95661;38.74613490;-121.26709350;114 N Sunrise Ave;Ste C2;Roseville;CA;95661;0;(916) 786-2212;Mon 1:30 PM - 5:30 PM, Tue 8:30 AM - 5:30 PM, Wed 8:30 AM - 5:30 PM, Thu 10:00 AM - 6:30 PM, Fri 8:30 AM - 5:30 PM, Sat Closed, Sun Closed;VSP, Medicare, Tricare, Blue Cross Blue Shield, United Healthcare, CIGNA, Adventist;no;no;;yes;very generous discounts to our uninsured or self-insured patients when they pay on the day of their visit.;;Primary vision exams, Comprehensive eye health evaluations, Eye infections and inflammation, Eye emergencies, trauma, and eye injuries, Cataracts, Macular degeneration, Glaucoma management, Dry eye evaluations/assessments, Keratoconus, Neurological eye disease, Conditions with ocular manifestations, such as diabetes & rheumatoid arthritis.;no;;https://www.clearvue.org/
432;51;St. Joseph's Hospital - Orange Wound Care Center;1140 W La Veta Ave, Outpatient Pavilion, 1st Floor, Orange, CA 92868;33.77891370;-117.86502560;1140 W La Veta Ave;Outpatient Pavilion, 1st Floor;Orange;CA;92868;0;(714) 744-8520;Mon 8:00 AM - 4:30 PM, Tue 8:00 AM - 4:30 PM, Wed 8:00 AM - 4:30 PM, Thu 8:00 AM - 4:30 PM, Fri 8:00 AM - 4:30 PM, Sat Closed, Sun Closed;;;Yes;;;Yes;Yes;Wound Care;Yes;Yes;https://www.providence.org/locations/st-joseph-hospital-orange/wound-care-center?y_source=1_MTQwNjAxMzUtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl#llaid=2267
433;27;MedMark Treatment Centers - Fairfield;1143 Missouri St, Fairfield, CA 94533;38.24789830;-122.04827580;1143 Missouri St;;Fairfield;CA;94533;0;(707) 435-9911;Mon 5:00 AM - 1:30 PM, Tue 5:00 AM - 1:30 PM, Wed 5:00 AM - 1:30 PM, Thu 5:00 AM - 1:30 PM, Fri 5:00 AM - 1:30 PM, Sat 7:00 AM - 10:30 AM, Sun 7:00 AM - 10:30 AM, Holidays 7:00 AM - 10:30 AM;Anthem Blue Cross;Yes;Drug Medi-Cal;;Medicare Part B;Yes;;Opiate addiction treatment and detox services in an outpatient setting;;;https://medmark.com/medmark-treatment-centers-fairfield/
434;27;MedMark Treatment Centers - Fairfield;1143 Missouri St, Fairfield, CA 94533;38.24789830;-122.04827580;1143 Missouri St;;Fairfield;CA;94533;0;(707) 435-9911;Mon 5:00 AM - 1:00 PM, Tue 5:00 AM - 1:00 PM, Wed 5:00 AM - 1:00 PM, Thu 5:00 AM - 1:00 PM, Fri 5:00 AM - 1:00 PM, Sat 7:00 AM - 10:30 AM, Sun 7:00 AM - 10:30 AM, Holidays 7:00 AM - 10:30 AM;Anthem Blue Cross, Kaiser by referral. Optum Healthcare;Yes;Medi-Cal Drug and VA;Medicare Part B;No;Yes;;Methadone maintenance: The medication methadone relieves withdrawal symptoms and blocks the effects of opioids for a higher chance of success in recovery. Medi-Cally supervised opiate detox: Our doctors can help you taper off opioids or complete your methadone regimen. Coordinated pregnancy treatment: Pregnant patients receive specialized care that takes their needs into account. Case management services: Each patient has a case manager who coordinates the services on their care plan. Guest medication services: Patients who attend other clinics may visit us to take their methadone when they travel away from their location. Medi-Cal follow-up services: MedMark Medi-Cal staff will check on you;;;http://www.partnershiphp.org/providers/medi-cal/documents/provider%20directory/mcsolanoprodir.pdf
436;26;Genesis House, Inc;1149 Warren Ave, Vallejo, CA 94591;38.08782530;-122.21431020;1149 Warren Ave;;Vallejo;CA;94591;0;(707) 557-3165;Mon 8:30 AM - 5:00 PM, Tue 8:30 AM - 5:00 PM, Wed 8:30 AM - 5:00 PM, Thu 8:30 AM - 5:00 PM, Fri 8:30 AM - 5:00 PM, Sat Closed, Sun Closed;No;No;No;;No;Yes - Sliding Scale;;;;;
445;0;Long Beach Health & Human Services;1150 E 4th St, Long Beach, CA 90802;33.77127200;-118.17690370;1150 E 4th St;;Long Beach;CA;90802;0;(562) 570-3500;Mon 8:00 AM - 4:30 PM, Tue 8:00 AM - 4:30 PM, Wed 8:00 AM - 4:30 PM, Thu 8:00 AM - 4:30 PM, Fri 8:00 AM - 4:30 PM, Sat 10:00 AM - 4:00 PM, Sun Closed;;;;;;;;;;;http://www.longbeach.gov/health/
446;27;Fairfield Civic Center Library;1150 Kentucky St, Fairfield, CA 94533;38.25205390;-122.04814260;1150 Kentucky St;;Fairfield;CA;94533;0;(866) 572-7587;Mon 9:00 AM - 6:00 PM, Tue 9:00 AM - 6:00 PM, Wed 9:00 AM - 6:00 PM, Thu 9:00 AM - 6:00 PM, Fri 9:00 AM - 5:00 PM, Sat 9:00 AM - 5:00 PM, Sun Closed;;;;;;;;;;;https://solanolibrary.com/hours-and-locations/fairfield-civic-center-library/
447;25;Walgreens Pharmacy;1150 Macdonald Ave, Richmond, CA 94801;37.93520680;-122.35848580;1150 Macdonald Ave;;Richmond;CA;94801;0;(510) 236-5748;Mon 8:00 AM - 9:00 PM, Tue 8:00 AM - 9:00 PM, Wed 8:00 AM - 9:00 PM, Thu 8:00 AM - 9:00 PM, Fri 8:00 AM - 9:00 PM, Sat 9:00 AM - 6:00 PM, Sun 10:00 AM - 6:00 PM;;;;;;;;;;;
450;22;Dr. Girisha Mulhearn, DO;11500 Brookshire Ave, Downey, CA 90241;33.93463370;-118.13123070;11500 Brookshire Ave;;Downey;CA;90241;0;(562) 904-5482;Mon 8:30 AM - 5:00 PM, Tue 8:30 AM - 5:00 PM, Wed 8:30 AM - 5:00 PM, Thu 8:30 AM - 5:00 PM, Fri 8:30 AM - 5:00 PM, Sat Closed, Sun Closed;Kaiser Permanente;Kaiser Permanente HMO;No;Kaiser Permanente medicare;;Yes;;Internal medicine;;;https://healthy.kaiserpermanente.org/southern-california/physicians/girisha-mulhearn-0369488
451;22;Southern California Alcohol and Drug Programs, Inc;11500 Paramount Blvd, Downey, CA 90241;33.94013670;-118.13946900;11500 Paramount Blvd;;Downey;CA;90241;0;(562) 923-4545;Mon 8:00 AM - 5:00 PM, Tue 8:00 AM - 5:00 PM, Wed 8:00 AM - 5:00 PM, Thu 8:00 AM - 5:00 PM, Fri 8:00 AM - 5:00 PM, Sat Closed, Sun Closed;Most PPO's;Most HMO's;Medi-Cal, My Health LA;;;Yes;;Outpatient, Intensive Outpatient, Residential Treatment, Medication Assisted Treatment (coordination available for Methadone while in residential treatment), Case Management, and Recovery Support Services to Medi-Cal and My Health LA beneficiaries Based on a full American Society of Addiction Medicine Assessment.;;;http://www.scadpinc.org/residential_treatment0.aspx
452;22;Dr. Vincent Luong, DO;11501 Brookshire Ave, Downey, CA 90241;33.93544910;-118.13221470;11501 Brookshire Ave;;Downey;CA;90241;0;(562) 904-5483;Mon 8:30 AM - 5:00 PM, Tue 8:30 AM - 5:00 PM, Wed 8:30 AM - 5:00 PM, Thu 8:30 AM - 5:00 PM, Fri 8:30 AM - 5:00 PM, Sat Closed, Sun Closed;Kaiser Permanente;Kaiser Permanente HMO;No;Kaiser Permanente medicare;;Yes;;Internal medicine;;;https://healthy.kaiserpermanente.org/southern-california/physicians/girisha-mulhearn-0369488
453;44;Unicare Community Health Center;1151 E Walnut St, Ontario, CA 91761;34.02784690;-117.63009920;1151 E Walnut St;;Ontario;CA;91761;0;(909) 467-1425;Mon 9:00 AM - 6:00 PM, Tue 9:00 AM - 6:00 PM, Wed 9:00 AM - 6:00 PM, Thu 9:00 AM - 6:00 PM, Fri 9:00 AM - 6:00 PM, Sat Closed, Sun Closed;Yes;Yes;Yes;Yes;Yes;SLIDING FEE SCALE;;;;;https://unicarechc.org
454;21;Banana Republic in Westfield Galleria at Roseville;1151 Galleria Blvd, Ste 143, Roseville, CA 95678;38.77274090;-121.26938730;1151 Galleria Blvd;Ste 143;Roseville;CA;95678;0;(916) 788-4270;Mon 10:00 AM - 8:00 PM, Tue 10:00 AM - 8:00 PM, Wed 10:00 AM - 8:00 PM, Thu 10:00 AM - 8:00 PM, Fri 10:00 AM - 9:00 PM, Sat 10:00 AM - 9:00 PM, Sun 10:00 AM - 7:00 PM;;;;;;;;;;;https://chargeitspot.com/locations/?location=banana-republic-roseville-ca
455;54;LA Community Health Project;1151 N Western Ave, Los Angeles, CA 90029;34.09189840;-118.30934790;1151 N Western Ave;;Los Angeles;CA;90029;0;(213) 568-3542;Mon 9:00 AM - 4:30 PM, Tue 9:00 AM - 4:30 PM, Wed 9:00 AM - 4:30 PM, Thu 9:00 AM - 4:30 PM, Fri 9:00 AM - 4:30 PM, Sat Closed, Sun Closed;;;;;;Free services;;Syringe Service Program (SSP), Law Enforcement Assisted Diversion (LEAD), Overdose Education + Naloxone Education (OEND;;;http://chpla.org/
456;22;Downey Plaza Pharmacy;11525 Brookshire Ave, Downey, CA 90241;33.93563510;-118.13206340;11525 Brookshire Ave;;Downey;CA;90241;0;(562) 861-5010;Mon 9:00 AM - 6:00 PM, Tue 9:00 AM - 6:00 PM, Wed 9:00 AM - 6:00 PM, Thu 9:00 AM - 6:00 PM, Fri 9:00 AM - 6:00 PM, Sat 9:00 AM - 1:00 PM, Sun Closed;;;;;;;;;;;https://www.vitals.com/pharmacy/downey-plaza-pharmacy-11480-brookshire-ave-downey-ca
457;17;Westside Community Services;1153 Oak St, San Francisco, CA 94117;37.77279450;-122.43829300;1153 Oak St;;San Francisco;CA;94117;0;(415) 431-9000;;NONE;NONE;NONE;;NONE;;;;;;https://www.westside-health.org/
458;30;Diablo Valley Ranch;11540 Marsh Creek Rd, Clayton, CA 94517;37.89837030;-121.86571190;11540 Marsh Creek Rd;;Clayton;CA;94517;0;(925) 672-5700;Mon Open 24 hours, Tue Open 24 hours, Wed Open 24 hours, Thu Open 24 hours, Fri Open 24 hours, Sat Open 24 hours, Sun Open 24 hours, Holidays Open 24 hours;Yes;Yes;Yes;;Yes;Yes;;substance use treatment, esidential, Long-term residential, Short-term residential;;;https://bibett.org/
460;21;Human Services in Auburn;11542 B Ave, Auburn, CA 95603;38.93979360;-121.10428590;11542 B Ave;;Auburn;CA;95603;0;(530) 889-7610;Mon 1:00 PM - 5:00 PM, Tue 1:00 PM - 5:00 PM, Wed 1:00 PM - 5:00 PM, Thu 1:00 PM - 5:00 PM, Fri 1:00 PM - 5:00 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://www.placer.ca.gov/
464;0;Paul Binon, DDS, MSD, FAO and Associates;1158 Cirby Way, Ste A, Roseville, CA 95661;38.72920660;-121.27421540;1158 Cirby Way;Ste A;Roseville;CA;95661;0;(916) 786-6676;Mon 8:00 AM - 4:00 PM, Tue 8:00 AM - 4:00 PM, Wed 8:00 AM - 4:00 PM, Thu 8:00 AM - 4:00 PM, Fri By Appointment, Sat Closed, Sun Closed;Contracted with Delta Dental, Able to bill any PPO, but it is out-of-network;No;No;;;Cash, Checks and Money Orders, Credit Cards: Our practice happily accepts Visa, Mastercard, and American Express, CareCredit;Spanish;No;;No patient portal;https://www.binondentalimplants.com/
466;0;American Family Dentistry;1160 Cirby Way, Ste 100, Roseville, CA 95661;38.72893700;-121.27412600;1160 Cirby Way;Ste 100;Roseville;CA;95661;0;(916) 789-8530;Mon 8:00 AM - 3:00 PM, Tue 8:00 AM - 5:00 PM, Wed 8:00 AM - 5:00 PM, Thu 8:00 AM - 5:00 PM, Fri Closed, Sat Closed, Sun Closed;All PPO;No;No;;;Yes, no discounts of sliding scales;Spanish, Russian, Ukranian, Farsi;No;;No patient portal;https://afdroseville.com/general-services/
467;54;General Medical Transportation;1160 N Central Ave, Glendale, CA 91202;34.16354090;-118.25671970;1160 N Central Ave;;Glendale;CA;91202;0;(818) 731-3565;Mon Open 24 hours, Tue Open 24 hours, Wed Open 24 hours, Thu Open 24 hours, Fri Open 24 hours, Sat Open 24 hours, Sun Open 24 hours, Holidays Open 24 hours;;;;;;;;NON-EMERGENCY Medi-Cal TRANSPORTATION;;;https://mygeneralmed.com/
469;21;Sacramento Public Library - Fair Oaks;11601 Fair Oaks Blvd, Fair Oaks, CA 95628;38.66258260;-121.26312840;11601 Fair Oaks Blvd;;Fair Oaks;CA;95628;0;(916) 264-2920;Mon Closed, Tue 10:00 AM - 6:00 PM, Wed 10:00 AM - 6:00 PM, Thu 10:00 AM - 6:00 PM, Fri 10:00 AM - 6:00 PM, Sat 10:00 AM - 6:00 PM, Sun Closed;;;;;;;;;;;https://www.saclibrary.org/Locations/Fair-Oaks
470;43;VIda Life Ministries;11608 Cedar Ave, Bloomington, CA 92316;34.04291430;-117.39673710;11608 Cedar Ave;;Bloomington;CA;92316;0;(323) 823-4762;Mon Closed, Tue 10:00 AM - 5:00 PM, Wed 10:00 AM - 5:00 PM, Thu 10:00 AM - 5:00 PM, Fri 10:00 AM - 5:00 PM, Sat 8:00 AM - 12:00 PM, Sun Closed;;;;;;;;;;;https://vidalifeministries.org/about-us/
471;0;Aurora Charter Oak Hospital - Adult Outpatient Programs;1161 E Covina Blvd, Covina, CA 91724;34.10098660;-117.86614730;1161 E Covina Blvd;;Covina;CA;91724;0;(626) 966-1632;;Aurora Charter Oak is contracted with Medicare and most private insurance plans for our outpatient program;Aurora Charter Oak is contracted with Medicare and most private insurance plans for our outpatient program;Medi-Cal does not cover outpatient treatment at Charter Oak;;Aurora Charter Oak is contracted with Medicare and most private insurance plans for our outpatient program;Yes;;;;;https://www.charteroakhospital.com/programs/charter-oak-intensive-outpatient-program
472;0;Aurora Charter Oak Hospital - Residential Treatment Center;1161 E Covina Blvd, Covina, CA 91724;34.10098660;-117.86614730;1161 E Covina Blvd;;Covina;CA;91724;0;(626) 966-1632;Mon Open 24 hours, Tue Open 24 hours, Wed Open 24 hours, Thu Open 24 hours, Fri Open 24 hours, Sat Open 24 hours, Sun Open 24 hours, Holidays Open 24 hours;Our alcohol and drug rehab program in Covina is contracted with most major PPO and other health insurance plans, including Kaiser;Our alcohol and drug rehab program in Covina is contracted with most major PPO and other health insurance plans, including Kaiser;Unfortunately, Medi-Cal and Medicare do not cover this program;;Unfortunately, Medi-Cal and Medicare do not cover this program;Yes;;Adult behavioral and chemical dependency services. Programs include: Adult outpatient programs, Intensive outpatient programs, Partial hospitalization programs, Residential treatment center;;;https://www.charteroakhospital.com/recovery-center/charter-oak-residential-treatment-center
473;0;Hesperia Feed My Sheep Ministries - 1st Assembly of God;11616 Hesperia Rd, Hesperia, CA 92345;34.46257980;-117.29413260;11616 Hesperia Rd;;Hesperia;CA;92345;0;(760) 244-3330;Mon Closed, Tue Closed, Wed 10:00 AM - 12:00 PM, Thu Closed, Fri Closed, Sat Closed, Sun Closed;;;;;;;;;;;http://frc.vesd.net/community_resources/emergency_food
475;0;Calvary Chapel Adelanto - Grocery Assistance Program;11641 Rancho Rd, Adelanto, CA 92301;34.55868120;-117.41112710;11641 Rancho Rd;;Adelanto;CA;92301;0;(760) 530-5527;Mon Closed, Tue Closed, Wed Closed, Thu Closed, Fri 10:00 AM - 12:00 PM, Sat Closed, Sun Closed;;;;;;;;;;;https://www.calvarychapelvv.com/
476;42;New Creation Alcohol and Drug Rehab;11646 Encanto Ln, Colton, CA 92324;34.04138600;-117.28040180;11646 Encanto Ln;;Colton;CA;92324;0;(888) 287-3256;Mon Open 24 hours, Tue Open 24 hours, Wed Open 24 hours, Thu Open 24 hours, Fri Open 24 hours, Sat Open 24 hours, Sun Open 24 hours, Holidays Open 24 hours;Yes;KAISER;Yes;;;;;;;;https://newcreationtreatment.com
480;22;BAART Programs - Lynwood;11682 Atlantic Ave, Lynwood, CA 90262;33.91718800;-118.18876310;11682 Atlantic Ave;;Lynwood;CA;90262;0;(310) 537-5883;Mon 5:30 AM - 1:00 PM, Tue 5:30 AM - 1:00 PM, Wed 5:30 AM - 1:00 PM, Thu 5:30 AM - 1:00 PM, Fri 5:30 AM - 1:00 PM, Sat 5:30 AM - 9:00 AM, Sun 5:30 AM - 9:00 AM;;;;;;Yes;;OxyContin, Hydrocodone, and other prescriptions, as well as illicit opioids like heroin.;;;https://baartprograms.com/baart-lynwood/
481;22;Asian American Drug Abuse Program;11682 Atlantic Ave, Lynwood, CA 90262;33.91718800;-118.18876310;11682 Atlantic Ave;;Lynwood;CA;90262;0;(213) 440-0256;Mon 9:00 AM - 6:00 PM, Tue 9:00 AM - 6:00 PM, Wed 9:00 AM - 6:00 PM, Thu 9:00 AM - 6:00 PM, Fri 9:00 AM - 6:00 PM, Sat Closed, Sun Closed;Free;Free;Free;Free;Free;Free;;Safety Counts Program, Health Navigation for women of color and injection drug-users, Syringe Access and Disposal Services, Overdose Prevention and Education;;;https://aadapinc.org/youth-and-family-programs-yfp/
483;51;Coastal Comprehensive Treatment Center;117 E Harry Bridges Blvd, Wilmington, CA 90744;33.77150540;-118.26106450;117 E Harry Bridges Blvd;;Wilmington;CA;90744;0;(323) 775-9437;Mon 5:00 AM - 1:30 PM, Tue Closed, Wed 5:00 AM - 1:30 PM, Thu 5:00 AM - 1:30 PM, Fri 5:00 AM - 1:30 PM, Sat 6:00 AM - 9:00 AM, Sun 6:00 AM - 9:00 AM;Blue Cross Blue Shield, CIGNA, ComPsych, Humana, United Health Care, ValueOptions;;;;;Yes;;MAT;;;https://www.southerncaliforniactc.com/
